_id,RECORD ID,RECORD NAME,DATE OPENED,RECORD MODULE,RECORD STATUS,RECORD STATUS DATE,ADDRESS,BALANCE DUE,DATE ASSIGNED,DATE CLOSED,DATE COMPLETED,DESCRIPTION,JOB VALUE,RECORD TYPE GROUP,RECORD TYPE CATEGORY,RECORD TYPE TYPE,RECORD TYPE SUBTYPE,STATUS,APN,LICENSE NBR,BUSINESS NAME
726,CODE-14-1364,"",2014-08-27T00:00:00.000,Enforcement,In Progress,2014-08-27T09:04:18.000,"2445 E SOUTHLAKE BLVD, #SHELL, SOUTHLAKE, TX 76092",0,"","","","KF, 8/27/2014 5:30:00, Irrigating property on prohibited day.","",Enforcement,NA,Water Restriction,NA,In Progress,00033-1-1R2,"",""
762,CODE-14-1400,"",2014-08-29T00:00:00.000,Enforcement,Closed,2014-08-29T00:00:00.000,"507 FOX GLENN, SOUTHLAKE, TX 76092",0,"",2014-08-29T00:00:00.000,"","JH, 8/29/2014 4:46:00, Back yard sprinklers running","",Enforcement,NA,Water Restriction,NA,Closed,00023-1-13,"",""
760,CODE-14-1404,"",2014-08-29T00:00:00.000,Enforcement,Closed,2014-08-29T00:00:00.000,"1406 LAUREL LN, SOUTHLAKE, TX 76092",0,"",2014-08-29T00:00:00.000,"","JH, 8/29/2014 5:18:00, Front sprinklers running","",Enforcement,NA,Water Restriction,NA,Closed,00096-1-9,"",""
761,CODE-14-1405,"",2014-08-29T00:00:00.000,Enforcement,In Progress,2014-08-29T08:55:33.000,"1302 PLANTATION DR, SOUTHLAKE, TX 76092",0,"","","","JH, 8/29/2014 5:25:00, Front sprinklers running","",Enforcement,NA,Water Restriction,NA,In Progress,00293-A-13,"",""
756,CODE-14-1396,1730 Sleepy Hollow,2014-08-28T00:00:00.000,Enforcement,Closed,2014-08-29T00:00:00.000,"1730 SLEEPY HOLLOW TRL, SOUTHLAKE, TX 76092",0,2014-08-28T00:00:00.000,2014-08-29T00:00:00.000,"",Reported by the property owner that an abandoned vehicle that was tagged by the police on 8/25/2014 is still on the street on the side of her property and would like it removed.,"",Enforcement,NA,Zoning,Parking,Closed,00294-1-4R7R-14,"",""
772,CODE-14-1419,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T11:35:05.000,"525 ROUND HOLLOW LN, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 9/2/2014 4:45:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00084-1-22,"",""
727,CODE-14-1363,"",2014-08-27T00:00:00.000,Enforcement,In Progress,2014-08-27T08:59:23.000,"600 E SOUTHLAKE BLVD, #100, SOUTHLAKE, TX 76092",0,"","","","RH, 8/27/2014 5:26:00, Front flower bed right of door.","",Enforcement,NA,Water Restriction,NA,In Progress,00321-3-1A,"",""
734,CODE-14-1370,2870 Exchange Blvd. #100 (Camp Hero),2014-08-26T00:00:00.000,Enforcement,Closed,2014-08-27T00:00:00.000,"2870 EXCHANGE BLVD, #100, SOUTHLAKE, TX 76092",0,2014-08-26T00:00:00.000,2014-08-27T00:00:00.000,"",Reported by the property manager that Camp Hero has tires on the side of the building that are left outside collecting water and causing a breeding ground for mosquitoes.,"",Enforcement,NA,Zoning,Outside Storage,Closed,00309-C-9,"",""
728,CODE-14-1369,2000 Shady Oaks Drive,2014-08-26T00:00:00.000,Enforcement,Closed,2014-08-27T00:00:00.000,"2000 SHADY OAKS DR, SOUTHLAKE, TX 76092",0,2014-08-26T00:00:00.000,2014-08-27T00:00:00.000,"",Reported that this property owner leaves his garbage cans out all of the time and does not put them away when the garbage is picked up.,"",Enforcement,NA,Garbage Collection,NA,Closed,00135-1-C,"",""
1002,CODE-14-1642,2000 W. Southlake Blvd,2014-11-10T00:00:00.000,Enforcement,Noticed,2014-11-10T00:00:00.000,"2000 W SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,2014-11-10T00:00:00.000,"","","On 11-10-2014, Officer observed accumulation of discarded items; boxes, indoor green tables, red brick stored outside of the trash bin, photos taken","",Enforcement,NA,Property Maintenance Code,NA,Noticed,00008--1,"",""
719,CODE-14-1360,"",2014-08-27T00:00:00.000,Enforcement,In Progress,2014-08-27T08:23:08.000,"565 TRUELOVE TRL, SOUTHLAKE, TX 76092",0,"","","","ED, 8/26/2014 6:30:00, sprinklers running on right side of drive","",Enforcement,NA,Water Restriction,NA,In Progress,00127-4-11,"",""
957,CODE-14-1598,1422 Main St. #263 (Spa on the Square),2014-10-01T00:00:00.000,Enforcement,Closed,2014-10-02T00:00:00.000,"1422 MAIN ST, #263, SOUTHLAKE, TX 76092",0,2014-10-01T00:00:00.000,2014-10-02T00:00:00.000,"",Spa On the Square has balloons attached to their sandwich board sign.,"",Enforcement,NA,Signs,Other,Closed,00205-4R-1,"",""
765,CODE-14-1408,"",2014-08-29T00:00:00.000,Enforcement,In Progress,2014-08-29T09:18:29.000,"1801 RANDOL MILL AVE, SOUTHLAKE, TX 76092",0,"","","","KF, 8/28/2014 6:00:00, Irrigating on prohibited day. Tuscan Ridge HOA","",Enforcement,NA,Water Restriction,NA,In Progress,"","",""
990,CODE-14-1631,809 Boston Drive,2014-10-31T00:00:00.000,Enforcement,Closed,2014-10-31T00:00:00.000,"809 BOSTON DR, SOUTHLAKE, TX 76092",0,2014-10-31T00:00:00.000,2014-10-31T00:00:00.000,"",Reported by a neighbor that demo work being done inside this property may require a permit.,"",Enforcement,NA,Work Without a Permit,NA,Closed,00154-1-2,"",""
776,CODE-14-1417,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T11:29:31.000,"809 SARATOGA DR, SOUTHLAKE, TX 76092",0,"","","","JH, MOn 9/1/2014 22:15:00, Front sprinklers running","",Enforcement,NA,Water Restriction,NA,In Progress,00295-3-3,"",""
777,CODE-14-1414,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T11:21:17.000,"915 EMERALD BLVD, SOUTHLAKE, TX 76092",0,"","","","Jh, Mon 9/1/2014 21:18:00, ""Front flower bed running","",Enforcement,NA,Water Restriction,NA,In Progress,00321-3-8,"",""
958,CODE-14-1599,1625 Pecos Drive,2014-10-02T00:00:00.000,Enforcement,Closed,2014-10-03T00:00:00.000,"1625 PECOS DR, SOUTHLAKE, TX 76092",0,2014-10-02T00:00:00.000,2014-10-03T00:00:00.000,"",Property owner watering during peak time (1:10pm).  Water restruction violations are now being placed in Munis.  Entering this watering case for code records.,"",Enforcement,NA,Miscellaneous,NA,Closed,00198-4-49,"",""
837,CODE-14-1478,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T14:00:15.000,"1109 CALAIS DR, SOUTHLAKE, TX 76092",0,"","","","ED, 9/9 at 6:07a, sprinklers running on right side of home in backyard on a Tues","",Enforcement,NA,Water Restriction,NA,In Progress,00258-4-6,"",""
774,CODE-14-1418,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T11:31:20.000,"819 PEARL DR, SOUTHLAKE, TX 76092",0,"","","","JH, Mon 9/1/2014 22:26:00, Front yard running","",Enforcement,NA,Water Restriction,NA,In Progress,00321-6-12A,"",""
838,CODE-14-1476,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T13:55:48.000,"618 BORDEAUX DR, SOUTHLAKE, TX 76092",0,"","","","ED, 9/9 at 5:55a, sprinklers running in backyard on a Tues","",Enforcement,NA,Water Restriction,NA,In Progress,00258-4-20,"",""
959,CODE-14-1603,2140 E. Southlake Blvd. Suite B (ISTA Indian Cusine),2014-10-03T00:00:00.000,Enforcement,Closed,2014-10-07T00:00:00.000,"2140 E SOUTHLAKE BLVD, #B, SOUTHLAKE, TX 76092",0,2014-10-03T00:00:00.000,2014-10-07T00:00:00.000,"",Reported by Duane Barritt that he is closing the restaurant ISTA Indian Cusine for no hot water.  Also told the owner that a permit will be required to replace the hot water heater.,"",Enforcement,NA,Health and Sanitation,NA,Closed,00259-1-3,"",""
775,CODE-14-1415,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T11:25:05.000,"2800 SUMMIT RIDGE DR, SOUTHLAKE, TX 76092",0,"","","","JH, Mon 9/1/2014 21:53:00, Front sprinklers running","",Enforcement,NA,Water Restriction,NA,In Progress,00130-1-9,"",""
832,CODE-14-1477,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T13:58:01.000,"704 VERDUN CT, SOUTHLAKE, TX 76092",0,"","","","ED, 9/9 at 6:01a, sprinklers running on left side of drive on a Tues","",Enforcement,NA,Water Restriction,NA,In Progress,00258-4-10,"",""
839,CODE-14-1482,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T14:52:11.000,"1302 WAKEFIELD CT, SOUTHLAKE, TX 76092",0,"","","","JH, Mon 9/8/2014 19:55:00, back yard running","",Enforcement,NA,Water Restriction,NA,In Progress,00262-1-6,"",""
833,CODE-14-1473,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T13:46:15.000,"1212 KINGS BROOK DR, SOUTHLAKE, TX 76092",0,"","","","ED, 9/9 at 5:30a, sprinklers running in flower bed on a Tues","",Enforcement,NA,Water Restriction,NA,In Progress,00129-1-60,"",""
845,CODE-14-1487,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T15:39:50.000,"2704 DERBY CT, SOUTHLAKE, TX 76092",0,"","","","JH, Mon 9/8/2014 21:30:00, Irrigating front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00280-1-16,"",""
840,CODE-14-1483,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T14:55:46.000,"306 BLANCO CIR, SOUTHLAKE, TX 76092",0,"","","","JH,  Mon 9/8/2014 20:19:00, Front yard running","",Enforcement,NA,Water Restriction,NA,In Progress,00198-1-47,"",""
834,CODE-14-1474,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T13:51:02.000,"1008 MERLOT DR, SOUTHLAKE, TX 76092",0,"","","","ED, 9/9 at 5:45a, sprinklers running in backyard on a Tues","",Enforcement,NA,Water Restriction,NA,In Progress,00258-6-3,"",""
782,CODE-14-1421,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T14:38:58.000,"1749 TUSCAN RIDGE CIR, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 9/2/2014 5:38:00, Front sprinklers along right side of drive.","",Enforcement,NA,Water Restriction,NA,In Progress,00252-1-3,"",""
781,CODE-14-1423,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T14:43:05.000,"901 BRAZOS DR, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 9/2/2014 6:16:00, Sprinklers running along driveway.","",Enforcement,NA,Water Restriction,NA,In Progress,00198-2-57,"",""
779,CODE-14-1420,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T14:04:58.000,"2504 OGOLLALA CT, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 9/2/2014 5:13:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00100-1-32,"",""
780,CODE-14-1422,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T14:41:15.000,"2101 PASO ROBLES TRL, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 9/2/2014 5:52:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00404-1-17,"",""
846,CODE-14-1489,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T15:47:12.000,"404 CLARIDEN RANCH RD, SOUTHLAKE, TX 76092",0,"","","","TH, Tues 9/9/2014 6:14:00, Watering backyard right side along fence","",Enforcement,NA,Water Restriction,NA,In Progress,00307-2-2,"",""
835,CODE-14-1479,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T14:02:51.000,"904 LEXINGTON TER, SOUTHLAKE, TX 76092",0,"","","","ED, 9/9 at 6:40a, sprinklers running in front yard on a Tues","",Enforcement,NA,Water Restriction,NA,In Progress,00418-4-13,"",""
783,CODE-14-1424,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T14:45:39.000,"914 BRAZOS DR, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 9/2/2014 6:21:00, Sprinklers running left of driveway.","",Enforcement,NA,Water Restriction,NA,In Progress,00198-1-108,"",""
771,CODE-14-1412,1216 Timberline Court,2014-08-30T00:00:00.000,Enforcement,Noticed,2014-08-30T00:00:00.000,"1216 TIMBERLINE CT, SOUTHLAKE, TX 76092",0,2014-08-29T00:00:00.000,"","",Property has high grass/weeds and a pile of brush in the backyard area.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00333--1B05B,"",""
795,CODE-14-1439,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:25:04.000,"1658 CREEKSIDE DR, SOUTHLAKE, TX 76092",0,"","","","RH, 9/4/2014 7:17:00, Irrigating front yard on a Thurs","",Enforcement,NA,Water Restriction,NA,In Progress,00253-2-5,"",""
778,CODE-14-1416,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T11:27:23.000,"312 BOULDER DR, SOUTHLAKE, TX 76092",0,"","","","JH, Mon 9/1/2014 22:03:00, Front yard sprinklers running","",Enforcement,NA,Water Restriction,NA,In Progress,00391-2-19,"",""
784,CODE-14-1425,"",2014-09-02T00:00:00.000,Enforcement,In Progress,2014-09-02T15:17:56.000,"2711 BROOKSHIRE DR, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 8/29/2014 4:55:00, sprinklers running on wrong day in backyard","",Enforcement,NA,Water Restriction,NA,In Progress,00280-1-12,"",""
786,CODE-14-1428,"",2014-09-03T00:00:00.000,Enforcement,In Progress,2014-09-03T08:40:31.000,"961 THOUSAND OAKS CT, SOUTHLAKE, TX 76092",0,"","","","RH, 9/3/2014 7:35:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00326--2F,"",""
787,CODE-14-1427,"",2014-09-03T00:00:00.000,Enforcement,In Progress,2014-09-03T08:37:13.000,"3545 CARMEL CT, SOUTHLAKE, TX 76092",0,"","","","RH, 9/3/2014 7:40:00, Back sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00282-A-4,"",""
788,CODE-14-1429,1480 N Kimball Ave.,2014-09-02T00:00:00.000,Enforcement,Noticed,2014-09-02T00:00:00.000,"1480 N KIMBALL AVE, SOUTHLAKE, TX 76092",0,2014-09-02T00:00:00.000,"","",Property has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00376--2G,"",""
847,CODE-14-1488,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T15:45:06.000,"508 RANCHO LAREDO TRL, SOUTHLAKE, TX 76092",0,"","","","TH, Tues 9/9/2014 5:50:00, Watering front yard right side","",Enforcement,NA,Water Restriction,NA,In Progress,00308-1-14,"",""
841,CODE-14-1480,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T14:41:57.000,"908 ASPEN RIDGE DR, SOUTHLAKE, TX 76092",0,"","","",JH  mon 9/8 at 19:12 - IRRIGATING FRONT YARD,"",Enforcement,NA,Water Restriction,NA,In Progress,00015-10-15,"",""
789,CODE-14-1436,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:17:55.000,"108 ST. TROPEZ DR, SOUTHLAKE, TX 76092",0,"","","","RH, 9/4/2014 6:43:00, Causing excessive runoff of more than 500 ft","",Enforcement,NA,Water Restriction,NA,In Progress,00434-23-3,"",""
770,CODE-14-1411,100 W. Southlake Blvd. #152 (Fantastic Sams),2014-08-30T00:00:00.000,Enforcement,Closed,2014-09-02T00:00:00.000,"100 W SOUTHLAKE BLVD, #152, SOUTHLAKE, TX 76092",0,2014-08-30T00:00:00.000,2014-09-02T00:00:00.000,"",Noticed while in the city on Saturday that there was an employee of Fantastic Sams on N White Chapel holding a sign directing traffic to the business.,"",Enforcement,NA,Signs,Other,Closed,00050--2R1,"",""
769,CODE-14-1410,1424 Dartmouth Drive,2014-08-29T00:00:00.000,Enforcement,Noticed,2014-08-29T00:00:00.000,"1424 DARTMOUTH DR, SOUTHLAKE, TX 76092",0,2014-08-29T00:00:00.000,"","",Property owner has trees that are over hanging into the roadway.,"",Enforcement,NA,Landscape and Tree,NA,Noticed,00213-8-71,"",""
842,CODE-14-1481,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T14:48:41.000,"2701 SUMMIT RIDGE DR, SOUTHLAKE, TX 76092",0,"","","","JH, Mon 9/8/2014 19:25:00, Front yard running","",Enforcement,NA,Water Restriction,NA,In Progress,00130-2-7,"",""
843,CODE-14-1485,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T15:18:58.000,"1205 BENT CREEK DR, SOUTHLAKE, TX 76092",0,"","","","JH, Mon 9/8/2014 20:57:00, Front yard running","",Enforcement,NA,Water Restriction,NA,In Progress,00234-5-1,"",""
785,CODE-14-1426,"",2014-09-03T00:00:00.000,Enforcement,In Progress,2014-09-03T08:23:37.000,"2802 TYLER ST, SOUTHLAKE, TX 76092",0,"","","","KF, 9/3/2014 4:33:00, Broken sprinkler head half way between side walk and street light edge of street. Wasting water.","",Enforcement,NA,Water Restriction,NA,In Progress,00084-2-31,"",""
844,CODE-14-1484,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T15:17:00.000,"1455 BENT CREEK DR, SOUTHLAKE, TX 76092",0,"","","","JH, Mon 9/8/2014 20:47:00, Front yard running","",Enforcement,NA,Water Restriction,NA,In Progress,00234-5-34,"",""
848,CODE-14-1486,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T15:37:25.000,"1008 PINE MEADOW CT, SOUTHLAKE, TX 76092",0,"","","","JH, Mon 9/8/2014 21:25:00, irrigating front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00195-2-15,"",""
824,CODE-14-1466,406 Presidio Court,2014-09-05T00:00:00.000,Enforcement,Closed,2014-09-09T00:00:00.000,"406 PRESIDIO CT, SOUTHLAKE, TX 76092",0,2014-09-05T00:00:00.000,2014-09-09T00:00:00.000,"",Reported that this property owner has trash bags that have been sitting out for a while and the garbage people just came by today.,"",Enforcement,NA,Garbage Collection,NA,Closed,00198-2-12,"",""
852,CODE-14-1492,2750 E. Southlake Blvd.#130 (Fish City Grill),2014-09-09T00:00:00.000,Enforcement,Closed,2014-09-10T00:00:00.000,"2750 E SOUTHLAKE BLVD, #130, SOUTHLAKE, TX 76092",0,2014-09-06T00:00:00.000,2014-09-10T00:00:00.000,"",Reported to Ken in Planning that the dumpster area outside of Fish City Grill has unsecure garbage.,"",Enforcement,NA,Garbage Collection,NA,Closed,"","",""
865,CODE-14-1506,"",2014-09-11T00:00:00.000,Enforcement,In Progress,2014-09-11T12:21:10.000,"1656 CREEKSIDE DR, SOUTHLAKE, TX 76092",0,"","","","RH, 9/10 at 10:16a, irrigating after 10 am","",Enforcement,NA,Water Restriction,NA,In Progress,00253-2-4,"",""
851,CODE-14-1490,1400 Vino Blanc Court,2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-10T07:32:44.000,"1400 VINO BLANC CT, SOUTHLAKE, TX 76092",0,2014-09-09T00:00:00.000,"","",Reported that this property owner has trees that are over hanging into the roadway causing a traffic site issue.,"",Enforcement,NA,Landscape and Tree,NA,In Progress,00124-1-3,"",""
864,CODE-14-1505,722 S. Kimball Ave. (MEMO),2014-09-09T00:00:00.000,Enforcement,Noticed,2014-09-09T00:00:00.000,"722 S KIMBALL AVE, SOUTHLAKE, TX 76092",0,2014-09-09T00:00:00.000,"","",The property outside of the MEMO building has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00014-A-1,"",""
790,CODE-14-1432,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:10:08.000,"680 TRUELOVE TRL, SOUTHLAKE, TX 76092",0,"","","","RH, 9/4/2014 5:57:00. Causing water waste - sprinklers in front yard spraying street","",Enforcement,NA,Water Restriction,NA,In Progress,00127-2-27,"",""
791,CODE-14-1430,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:00:07.000,"1981 E HIGHLAND ST, SOUTHLAKE, TX 76092",0,"","","","RH, 9/3/2014 9:43:00, Irrigating front yard on a Wed","",Enforcement,NA,Water Restriction,NA,In Progress,00076-1-1R,"",""
792,CODE-14-1435,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:15:41.000,"613 ORLEANS DR, SOUTHLAKE, TX 76092",0,"","","","RH, 9/4/2014 6:28:00, Causing excessive runoff of more than 500 ft","",Enforcement,NA,Water Restriction,NA,In Progress,00434-16-26,"",""
960,CODE-14-1600,1963 W. Southlake Blvd. (Green Oaks Tree Farm),2014-09-29T00:00:00.000,Enforcement,Noticed,2014-09-29T00:00:00.000,"1963 W SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,2014-09-29T00:00:00.000,"","",Areas in Green Oaks Tree Farm have high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00338--3D,"",""
793,CODE-14-1437,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:20:23.000,"2112 PALOMAR TRL, SOUTHLAKE, TX 76092",0,"","","","RH, 9/4/2014 6:52:00, Irrigating front yard on a Thurs","",Enforcement,NA,Water Restriction,NA,In Progress,00404-1-1,"",""
794,CODE-14-1438,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:22:51.000,"1702 CREEKSIDE DR, SOUTHLAKE, TX 76092",0,"","","","RH, 9/4/2014 7:13:00, Irrigating front yard on a Thurs","",Enforcement,NA,Water Restriction,NA,In Progress,00253-2-7,"",""
796,CODE-14-1433,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:12:24.000,"801 DOMINION DR, SOUTHLAKE, TX 76092",0,"","","","RH, 9/4/2014 5:33:00, Causing water waste - irrigation spraying into street","",Enforcement,NA,Water Restriction,NA,In Progress,00001-1-11,"",""
797,CODE-14-1434,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:13:56.000,"580 OAK HILL DR, SOUTHLAKE, TX 76092",0,"","","","RH, 9/4/2014 6:07:00, IRRIGATING FRONT YARD ON A THURS","",Enforcement,NA,Water Restriction,NA,In Progress,00127-3-7,"",""
798,CODE-14-1431,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T11:03:33.000,"804 WESTMINSTER WAY, SOUTHLAKE, TX 76092",0,"","","","RH, 9/4/2014 4:24:00 Irrigating backyard on a Thurs","",Enforcement,NA,Water Restriction,NA,In Progress,00280-3-7R,"",""
961,CODE-14-1601,1901 W. Southlake Blvd.,2014-09-29T00:00:00.000,Enforcement,In Progress,2014-10-07T08:33:41.000,"1901 W SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,2014-09-29T00:00:00.000,"","",Reported that the sidwalk area in front of this lot is not being edged.  Grass growing over the sidewalk area.,"",Enforcement,NA,Tall Grass and Weeds,NA,In Progress,00152--1,"",""
962,CODE-14-1602,151 Players Circle,2014-09-29T00:00:00.000,Enforcement,In Progress,2014-10-07T08:39:48.000,"151 PLAYERS CIR, SOUTHLAKE, TX 76092",0,2014-09-29T00:00:00.000,"","",Reported that the lot south of the Green Oaks Tree Farm has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,In Progress,00152--2,"",""
853,CODE-14-1494,"",2014-09-10T00:00:00.000,Enforcement,In Progress,2014-09-10T08:29:49.000,"412 THISTLE CT, SOUTHLAKE, TX 76092",0,"","","","RH, 9/10/2014 4:42:00, Front sprinklers causing excessive run off.","",Enforcement,NA,Water Restriction,NA,In Progress,00122-8-35,"",""
964,CODE-14-1605,1105 Stone Lakes Dr.,2014-10-03T00:00:00.000,Enforcement,Noticed,2014-10-03T00:00:00.000,"1105 STONE LAKES DR, SOUTHLAKE, TX 76092",0,2014-10-03T00:00:00.000,"","",Trees on this property are over hanging into the roadway.,"",Enforcement,NA,Landscape and Tree,NA,Noticed,00213-6-2,"",""
965,CODE-14-1606,880 Carlisle Lane,2014-10-07T00:00:00.000,Enforcement,Closed,2014-10-08T00:00:00.000,"880 CARLISLE LN, SOUTHLAKE, TX 76092",0,2014-10-07T00:00:00.000,2014-10-08T00:00:00.000,"",Reported that this property owner waters everyday between 12-1pm.,"",Enforcement,NA,Miscellaneous,NA,Closed,00048--2,"",""
963,CODE-14-1604,3200 N White Chapel Blvd. (Trinity River Authority),2014-10-06T00:00:00.000,Enforcement,In Progress,2014-10-07T10:13:05.000,"3200 N WHITE CHAPEL BLVD, SOUTHLAKE, TX 76092",0,2014-10-06T00:00:00.000,"","",Reported by Brenda of HOA from Kirkwood Hollow that the residents are getting a lot of snakes from the property that backs up to the home owners on Round Hollow.,"",Enforcement,NA,Miscellaneous,NA,In Progress,00403--3,"",""
799,CODE-14-1440,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T17:32:37.000,"2711 DERBY CT, SOUTHLAKE, TX 76092",0,"","","","ED - Thurs 9/4 at 5:19a, sprinklres in front yard irrigating street and causing excessive runoff","",Enforcement,NA,Water Restriction,NA,In Progress,00280-1-24,"",""
800,CODE-14-1441,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T17:34:39.000,"707 CHATHAM CT, SOUTHLAKE, TX 76092",0,"","","",ED - 9/4 at 5:19a - sprinklers irrigating driveway causing runoff,"",Enforcement,NA,Water Restriction,NA,In Progress,00280-2-60,"",""
801,CODE-14-1444,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T17:44:36.000,"601 ABERDEEN WAY, SOUTHLAKE, TX 76092",0,"","","",ED - 9/4 at 6:26a - broken sprinkler head on left side of drive causing excessive runoff,"",Enforcement,NA,Water Restriction,NA,In Progress,00241-25-1,"",""
802,CODE-14-1445,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T17:54:05.000,"1630 BENT CREEK DR, SOUTHLAKE, TX 76092",0,"","","",ED - 9/4 at 6:46a - sprinklers running in front yard on a Thurs,"",Enforcement,NA,Water Restriction,NA,In Progress,00234-5-65R,"",""
803,CODE-14-1442,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T17:37:49.000,"1337 MONTGOMERY LN, SOUTHLAKE, TX 76092",0,"","","",ED - 9/4 at 6:04a - sprinkler irrigating street causing excessive runoff,"",Enforcement,NA,Water Restriction,NA,In Progress,00244-4-16,"",""
804,CODE-14-1443,"",2014-09-04T00:00:00.000,Enforcement,In Progress,2014-09-04T17:40:44.000,"1421 WALTHAM DR, SOUTHLAKE, TX 76092",0,"","","",ED - 9/4 at 6:09a - sprinklers irrigating street causing excessive runoff,"",Enforcement,NA,Water Restriction,NA,In Progress,00244-5-32,"",""
991,CODE-14-1632,1959 W. Southlake Blvd. #150 (Tastefully Yours Catering),2014-10-31T00:00:00.000,Enforcement,Closed,2014-11-04T00:00:00.000,"1959 W SOUTHLAKE BLVD, #150, SOUTHLAKE, TX 76092",0,2014-10-31T00:00:00.000,2014-11-04T00:00:00.000,"",Noticed Estate Sales signs posted in the right of way for Tastefully Yours Catering.  Estate Sales are only allowed in residential areas not at a place of business.,"",Enforcement,NA,Zoning,Accessory Uses,Closed,00152--9,"",""
967,CODE-14-1607,1220 Forest Hills Dr.,2014-10-07T00:00:00.000,Enforcement,In Progress,2014-10-08T07:49:01.000,"1220 FOREST HILLS DR, SOUTHLAKE, TX 76092",0,2014-10-07T00:00:00.000,"","",Reported that this property owner is not maintaining their pool again.,"",Enforcement,NA,Property Maintenance Code,NA,In Progress,00129-2-12,"",""
